Year,Measurement_Region,January_Average_Temperature,February_Average_Temperature,March_Average_Temperature,April_Average_Temperature,May_Average_Temperature,June_Average_Temperature,July_Average_Temperature,August_Average_Temperature,September_Average_Temperature,October_Average_Temperature,November_Average_Temperature,December_Average_Temperature,January_December_Average_Temperature,December_November_Average_Temperature,Seasonal_Temperature_December_January_February,Seasonal_Temperature_March_April_May,Seasonal_Temperature_June_July_August,Seasonal_Temperature_September_October_November
1899,Southern Hemisphere Land & Ocean,-0.24,-0.14,-0.15,-0.21,-0.2,-0.27,-0.15,-0.1,-0.05,-0.15,-0.12,-0.09,-0.16,-0.17,-0.21,-0.19,-0.17,-0.11
1899,Global Land,-0.44,-0.62,-0.38,-0.27,-0.42,-0.55,-0.32,-0.3,-0.03,-0.29,-0.03,-0.23,-0.32,-0.32,-0.43,-0.36,-0.39,-0.12
1899,Northern Hemisphere Land,-0.19,-0.95,-0.61,-0.15,-0.27,-0.33,-0.07,0.01,0.01,0.07,0.5,-0.72,-0.22,-0.19,-0.5,-0.34,-0.13,0.19
1899,Southern Hemisphere Land,-0.64,-0.46,-0.36,-0.42,-0.69,-0.83,-0.67,-0.71,-0.18,-0.66,-0.43,0.02,-0.5,-0.52,-0.42,-0.49,-0.74,-0.42
1898,Global Land & Ocean,-0.03,-0.29,-0.52,-0.33,-0.32,-0.21,-0.24,-0.26,-0.22,-0.34,-0.39,-0.26,-0.29,-0.28,-0.17,-0.39,-0.24,-0.32
1898,Northern Hemisphere Land & Ocean,0.02,-0.44,-0.78,-0.32,-0.32,-0.13,-0.14,-0.17,-0.18,-0.37,-0.48,-0.28,-0.3,-0.3,-0.24,-0.47,-0.15,-0.34
1898,Southern Hemisphere Land & Ocean,-0.08,-0.15,-0.26,-0.35,-0.33,-0.29,-0.34,-0.34,-0.26,-0.31,-0.3,-0.23,-0.27,-0.26,-0.11,-0.31,-0.32,-0.29
1898,Global Land,-0.14,-0.46,-0.83,-0.59,-0.65,-0.33,-0.37,-0.25,-0.05,-0.42,-0.52,-0.23,-0.4,-0.41,-0.28,-0.69,-0.32,-0.33
1898,Northern Hemisphere Land,-0.03,-0.66,-1.08,-0.35,-0.48,-0.13,-0.15,0.01,-0.12,-0.42,-0.67,-0.37,-0.37,-0.37,-0.35,-0.64,-0.09,-0.4
1898,Southern Hemisphere Land,-0.2,-0.4,-0.71,-0.84,-0.91,-0.53,-0.6,-0.5,-0.02,-0.47,-0.41,-0.16,-0.48,-0.48,-0.26,-0.82,-0.54,-0.3
1897,Global Land & Ocean,-0.15,-0.15,-0.14,-0.03,-0.05,-0.17,-0.08,-0.11,-0.08,-0.13,-0.19,-0.19,-0.12,-0.11,-0.11,-0.07,-0.12,-0.14
1897,Northern Hemisphere Land & Ocean,-0.38,-0.36,-0.4,-0.07,0.06,-0.14,-0.02,-0.1,-0.04,-0.15,-0.27,-0.29,-0.18,-0.17,-0.31,-0.14,-0.09,-0.15
1897,Southern Hemisphere Land & Ocean,0.08,0.04,0.11,0.01,-0.16,-0.19,-0.12,-0.12,-0.11,-0.11,-0.12,-0.1,-0.07,-0.05,0.08,-0.01,-0.14,-0.12
1897,Global Land,-0.29,-0.53,-0.33,-0.13,-0.28,-0.2,-0.13,-0.33,-0.17,-0.25,-0.02,-0.25,-0.24,-0.24,-0.35,-0.25,-0.22,-0.14
1897,Northern Hemisphere Land,-0.63,-0.59,-0.75,-0.21,0.05,-0.16,0,-0.06,-0.15,-0.25,-0.33,-0.38,-0.29,-0.31,-0.62,-0.3,-0.07,-0.24
1897,Southern Hemisphere Land,-0.11,-0.56,-0.14,-0.12,-0.6,-0.24,-0.22,-0.56,-0.22,-0.29,0.22,-0.18,-0.25,-0.24,-0.22,-0.29,-0.34,-0.1
1896,Global Land & Ocean,-0.26,-0.15,-0.26,-0.31,-0.19,-0.15,-0.04,-0.04,-0.04,0.11,-0.08,-0.04,-0.12,-0.13,-0.19,-0.25,-0.08,0
1896,Northern Hemisphere Land & Ocean,-0.45,-0.22,-0.5,-0.61,-0.23,0,-0.03,-0.08,-0.06,0.13,-0.26,-0.19,-0.21,-0.21,-0.31,-0.45,-0.04,-0.06
1896,Southern Hemisphere Land & Ocean,-0.07,-0.07,-0.03,-0.01,-0.15,-0.29,-0.05,-0.01,-0.02,0.1,0.1,0.12,-0.03,-0.05,-0.07,-0.06,-0.12,0.06
1896,Global Land,-0.25,-0.31,-0.55,-0.49,-0.46,-0.49,-0.23,-0.41,-0.13,-0.06,-0.47,-0.24,-0.34,-0.33,-0.22,-0.5,-0.38,-0.22
1896,Northern Hemisphere Land,-0.75,-0.51,-0.99,-0.97,-0.43,0.08,0.01,-0.26,-0.13,0,-0.65,-0.65,-0.44,-0.42,-0.58,-0.79,-0.06,-0.26
1896,Southern Hemisphere Land,0.03,-0.24,-0.32,-0.26,-0.59,-1.04,-0.59,-0.66,-0.22,-0.12,-0.51,0.02,-0.37,-0.36,-0.01,-0.39,-0.76,-0.28
1895,Global Land & Ocean,-0.45,-0.43,-0.29,-0.26,-0.28,-0.25,-0.18,-0.17,-0.1,-0.09,-0.15,-0.16,-0.23,-0.24,-0.36,-0.28,-0.2,-0.11
1895,Northern Hemisphere Land & Ocean,-0.75,-0.79,-0.4,-0.25,-0.32,-0.27,-0.2,-0.26,0,-0.06,-0.07,-0.25,-0.3,-0.31,-0.62,-0.32,-0.24,-0.04
1895,Southern Hemisphere Land & Ocean,-0.17,-0.09,-0.19,-0.26,-0.23,-0.22,-0.17,-0.07,-0.19,-0.12,-0.23,-0.07,-0.17,-0.17,-0.11,-0.23,-0.15,-0.18
1895,Global Land,-0.72,-0.82,-0.54,-0.5,-0.33,-0.32,-0.56,-0.22,-0.17,-0.13,-0.18,-0.1,-0.38,-0.39,-0.58,-0.45,-0.37,-0.16
1895,Northern Hemisphere Land,-1.32,-1.42,-0.63,-0.33,-0.33,-0.29,-0.22,-0.29,0.04,-0.3,-0.18,-0.48,-0.48,-0.48,-1.07,-0.43,-0.27,-0.15
1895,Southern Hemisphere Land,-0.35,-0.47,-0.49,-0.61,-0.3,-0.45,-0.88,-0.23,-0.42,-0.03,-0.25,0.18,-0.36,-0.38,-0.28,-0.47,-0.52,-0.23
1894,Global Land & Ocean,-0.54,-0.34,-0.25,-0.49,-0.36,-0.44,-0.26,-0.23,-0.25,-0.21,-0.26,-0.2,-0.32,-0.33,-0.41,-0.37,-0.31,-0.24
1894,Northern Hemisphere Land & Ocean,-0.88,-0.45,-0.22,-0.61,-0.35,-0.49,-0.25,-0.23,-0.27,-0.25,-0.48,-0.32,-0.4,-0.43,-0.66,-0.39,-0.32,-0.34
1894,Southern Hemisphere Land & Ocean,-0.21,-0.23,-0.28,-0.37,-0.36,-0.4,-0.27,-0.22,-0.23,-0.17,-0.03,-0.09,-0.24,-0.24,-0.17,-0.34,-0.3,-0.15
1894,Global Land,-0.88,-0.65,-0.42,-0.68,-0.69,-0.5,-0.4,-0.34,-0.44,-0.11,-0.17,-0.2,-0.46,-0.47,-0.64,-0.6,-0.42,-0.24
1894,Northern Hemisphere Land,-1.22,-0.75,-0.12,-0.71,-0.48,-0.4,-0.1,-0.15,-0.33,-0.36,-0.79,-0.49,-0.49,-0.52,-0.93,-0.43,-0.22,-0.49
1894,Southern Hemisphere Land,-0.76,-0.63,-0.63,-0.71,-0.96,-0.75,-0.7,-0.52,-0.62,0.02,0.25,-0.03,-0.5,-0.51,-0.51,-0.77,-0.66,-0.12
1893,Global Land & Ocean,-0.8,-0.55,-0.24,-0.3,-0.37,-0.29,-0.17,-0.27,-0.21,-0.17,-0.17,-0.36,-0.32,-0.33,-0.58,-0.3,-0.24,-0.19
1893,Northern Hemisphere Land & Ocean,-1.49,-0.9,-0.3,-0.31,-0.45,-0.23,-0.14,-0.35,-0.24,-0.24,-0.27,-0.65,-0.46,-0.47,-1.02,-0.35,-0.24,-0.25
1893,Southern Hemisphere Land & Ocean,-0.14,-0.2,-0.18,-0.29,-0.29,-0.35,-0.19,-0.21,-0.19,-0.11,-0.08,-0.06,-0.19,-0.2,-0.15,-0.25,-0.25,-0.13
1893,Global Land,-1.45,-1.01,-0.61,-0.68,-0.75,-0.7,-0.16,-0.37,-0.28,-0.11,-0.15,-0.4,-0.56,-0.58,-1.03,-0.68,-0.41,-0.18
1893,Northern Hemisphere Land,-2.43,-1.44,-0.39,-0.39,-0.61,-0.23,-0.05,-0.22,-0.22,-0.12,-0.28,-0.83,-0.6,-0.61,-1.61,-0.46,-0.17,-0.21
1893,Southern Hemisphere Land,-0.94,-0.82,-0.74,-0.93,-0.88,-1.14,-0.28,-0.59,-0.4,-0.09,-0.14,-0.13,-0.59,-0.61,-0.72,-0.85,-0.67,-0.21
1892,Global Land & Ocean,-0.29,-0.12,-0.36,-0.35,-0.25,-0.24,-0.33,-0.26,-0.13,-0.13,-0.42,-0.39,-0.27,-0.24,-0.16,-0.32,-0.28,-0.23
1892,Northern Hemisphere Land & Ocean,-0.47,-0.18,-0.58,-0.49,-0.29,-0.13,-0.39,-0.3,-0.14,-0.23,-0.82,-0.66,-0.39,-0.34,-0.23,-0.45,-0.27,-0.4
1892,Southern Hemisphere Land & Ocean,-0.11,-0.07,-0.14,-0.21,-0.22,-0.35,-0.27,-0.21,-0.13,-0.03,-0.03,-0.13,-0.16,-0.15,-0.08,-0.19,-0.28,-0.06
1892,Global Land,-0.64,-0.33,-0.61,-0.72,-0.67,-0.58,-0.39,-0.28,-0.49,-0.36,-0.64,-0.61,-0.53,-0.48,-0.32,-0.67,-0.42,-0.5
1892,Northern Hemisphere Land,-0.91,-0.42,-1.04,-0.87,-0.56,-0.06,-0.38,-0.37,-0.13,-0.21,-1.1,-0.95,-0.58,-0.51,-0.45,-0.82,-0.27,-0.48
1892,Southern Hemisphere Land,-0.55,-0.35,-0.36,-0.7,-0.89,-0.98,-0.45,-0.13,-0.83,-0.49,-0.39,-0.41,-0.54,-0.51,-0.3,-0.65,-0.52,-0.57
1891,Global Land & Ocean,-0.42,-0.49,-0.19,-0.29,-0.19,-0.21,-0.21,-0.17,-0.15,-0.22,-0.36,-0.05,-0.25,-0.27,-0.41,-0.22,-0.2,-0.24
1891,Northern Hemisphere Land & Ocean,-0.61,-0.74,-0.14,-0.34,-0.23,-0.16,-0.15,-0.11,-0.05,-0.28,-0.58,-0.05,-0.29,-0.32,-0.6,-0.24,-0.14,-0.3
1891,Southern Hemisphere Land & Ocean,-0.24,-0.26,-0.25,-0.24,-0.15,-0.26,-0.27,-0.23,-0.25,-0.17,-0.15,-0.06,-0.21,-0.22,-0.23,-0.21,-0.25,-0.19
1891,Global Land,-0.97,-1.09,-0.54,-0.69,-0.5,-0.58,-0.76,-0.59,-0.54,-0.59,-0.58,0,-0.62,-0.67,-0.88,-0.58,-0.64,-0.57
1891,Northern Hemisphere Land,-1.01,-1.3,-0.41,-0.65,-0.51,-0.36,-0.3,-0.26,-0.16,-0.58,-1.05,-0.02,-0.55,-0.61,-1,-0.52,-0.31,-0.6
1891,Southern Hemisphere Land,-1.04,-1.09,-0.68,-0.84,-0.54,-0.88,-1.25,-0.96,-0.91,-0.69,-0.36,0,-0.77,-0.81,-0.87,-0.68,-1.03,-0.66
1890,Global Land & Ocean,-0.45,-0.46,-0.41,-0.37,-0.46,-0.27,-0.27,-0.39,-0.4,-0.25,-0.48,-0.32,-0.38,-0.38,-0.4,-0.41,-0.31,-0.38
1890,Northern Hemisphere Land & Ocean,-0.66,-0.58,-0.46,-0.38,-0.5,-0.22,-0.25,-0.39,-0.42,-0.09,-0.71,-0.46,-0.43,-0.44,-0.6,-0.45,-0.29,-0.41
1890,Southern Hemisphere Land & Ocean,-0.24,-0.34,-0.36,-0.37,-0.43,-0.33,-0.29,-0.38,-0.39,-0.4,-0.27,-0.19,-0.33,-0.32,-0.2,-0.39,-0.33,-0.35
1890,Global Land,-0.62,-0.64,-0.63,-0.54,-0.93,-0.59,-0.61,-0.63,-0.36,-0.28,-0.78,-0.56,-0.6,-0.59,-0.57,-0.7,-0.61,-0.47
1890,Northern Hemisphere Land,-1,-0.73,-0.77,-0.58,-0.79,-0.36,-0.24,-0.35,-0.27,-0.13,-0.95,-0.7,-0.57,-0.59,-0.86,-0.72,-0.32,-0.45
1890,Southern Hemisphere Land,-0.5,-0.75,-0.55,-0.51,-1.1,-0.74,-0.96,-0.84,-0.45,-0.39,-0.68,-0.48,-0.66,-0.64,-0.47,-0.72,-0.85,-0.51
1889,Global Land & Ocean,-0.12,0.18,0.08,0.07,-0.03,-0.14,-0.1,-0.2,-0.22,-0.23,-0.33,-0.3,-0.11,-0.09,0,0.04,-0.15,-0.26
1889,Northern Hemisphere Land & Ocean,-0.32,0.33,0.05,0.13,-0.06,-0.14,-0.11,-0.18,-0.27,-0.36,-0.62,-0.57,-0.18,-0.15,-0.09,0.04,-0.14,-0.42
1889,Southern Hemisphere Land & Ocean,0.08,0.02,0.09,0,0.01,-0.14,-0.09,-0.22,-0.17,-0.11,-0.06,-0.04,-0.05,-0.04,0.08,0.03,-0.15,-0.11
1889,Global Land,-0.31,0.15,0.05,0.1,0.09,-0.32,-0.43,-0.62,-0.38,-0.22,-0.45,-0.46,-0.23,-0.21,-0.11,0.08,-0.45,-0.35
1889,Northern Hemisphere Land,-0.99,-0.04,-0.15,0.2,-0.02,-0.15,-0.21,-0.29,-0.45,-0.64,-1.01,-0.85,-0.38,-0.38,-0.61,0.01,-0.22,-0.7
1889,Southern Hemisphere Land,0.1,0.27,0.05,-0.09,0.05,-0.46,-0.69,-0.97,-0.35,0.05,-0.02,-0.16,-0.18,-0.15,0.19,0,-0.7,-0.11
1888,Global Land & Ocean,-0.38,-0.36,-0.41,-0.22,-0.22,-0.18,-0.1,-0.16,-0.1,0.02,0.01,-0.07,-0.18,-0.2,-0.36,-0.29,-0.15,-0.03
1888,Northern Hemisphere Land & Ocean,-0.53,-0.61,-0.58,-0.25,-0.17,-0.05,0.02,-0.21,-0.14,0.02,-0.03,-0.27,-0.23,-0.25,-0.53,-0.33,-0.08,-0.05
1888,Southern Hemisphere Land & Ocean,-0.22,-0.13,-0.25,-0.21,-0.28,-0.32,-0.21,-0.12,-0.07,0.01,0.05,0.13,-0.13,-0.16,-0.2,-0.25,-0.22,0
1888,Global Land,-0.74,-0.82,-0.91,-0.31,-0.76,-0.56,-0.36,-0.35,-0.42,-0.27,-0.06,-0.18,-0.48,-0.52,-0.74,-0.66,-0.42,-0.25
1888,Northern Hemisphere Land,-1.31,-1.34,-1.23,-0.64,-0.65,-0.49,-0.26,-0.46,-0.43,-0.39,-0.38,-0.79,-0.7,-0.72,-1.22,-0.84,-0.41,-0.4
1888,Southern Hemisphere Land,-0.2,-0.51,-0.79,-0.16,-0.99,-0.7,-0.43,-0.29,-0.47,-0.29,0.17,0.21,-0.37,-0.41,-0.34,-0.65,-0.47,-0.2
1887,Global Land & Ocean,-0.73,-0.53,-0.34,-0.39,-0.32,-0.24,-0.23,-0.32,-0.23,-0.33,-0.24,-0.34,-0.35,-0.35,-0.51,-0.35,-0.27,-0.27
1887,Northern Hemisphere Land & Ocean,-1.07,-0.59,-0.37,-0.43,-0.28,-0.2,-0.23,-0.53,-0.18,-0.42,-0.2,-0.44,-0.41,-0.39,-0.61,-0.36,-0.32,-0.26
1887,Southern Hemisphere Land & Ocean,-0.39,-0.46,-0.31,-0.35,-0.36,-0.27,-0.24,-0.13,-0.27,-0.25,-0.27,-0.24,-0.3,-0.3,-0.4,-0.34,-0.21,-0.26
1887,Global Land,-0.86,-1.26,-0.58,-0.83,-0.85,-0.66,-0.4,-0.25,-0.61,-0.55,-0.91,-0.65,-0.7,-0.71,-0.95,-0.75,-0.44,-0.69
1887,Northern Hemisphere Land,-1.72,-1.18,-0.72,-0.83,-0.36,-0.34,-0.16,-0.7,-0.34,-0.72,-0.56,-1,-0.72,-0.67,-1.09,-0.64,-0.4,-0.54
1887,Southern Hemisphere Land,-0.18,-1.36,-0.43,-0.78,-1.31,-0.84,-0.6,0.15,-0.93,-0.41,-1.21,-0.3,-0.68,-0.73,-0.8,-0.84,-0.43,-0.85
1886,Global Land & Ocean,-0.42,-0.46,-0.38,-0.28,-0.26,-0.39,-0.22,-0.34,-0.26,-0.29,-0.31,-0.26,-0.32,-0.3,-0.31,-0.31,-0.32,-0.29
1886,Northern Hemisphere Land & Ocean,-0.68,-0.69,-0.57,-0.35,-0.35,-0.44,-0.2,-0.47,-0.35,-0.32,-0.45,-0.17,-0.42,-0.4,-0.45,-0.42,-0.37,-0.37
1886,Southern Hemisphere Land & Ocean,-0.18,-0.24,-0.21,-0.22,-0.18,-0.35,-0.24,-0.21,-0.17,-0.26,-0.18,-0.34,-0.23,-0.21,-0.17,-0.2,-0.27,-0.2
1886,Global Land,-0.74,-0.81,-0.66,-0.6,-0.54,-0.81,-0.36,-0.71,-0.4,-0.84,-0.47,-0.72,-0.64,-0.58,-0.5,-0.6,-0.63,-0.57
1886,Northern Hemisphere Land,-1.51,-1.3,-1.03,-0.54,-0.54,-0.6,-0.09,-0.44,-0.38,-0.51,-0.79,-0.36,-0.68,-0.65,-0.98,-0.7,-0.38,-0.56
1886,Southern Hemisphere Land,-0.21,-0.53,-0.42,-0.58,-0.54,-0.98,-0.58,-0.88,-0.33,-1.27,-0.12,-0.87,-0.61,-0.53,-0.2,-0.51,-0.81,-0.58
1885,Global Land & Ocean,-0.59,-0.3,-0.25,-0.42,-0.42,-0.44,-0.35,-0.31,-0.23,-0.19,-0.2,-0.05,-0.31,-0.33,-0.39,-0.37,-0.37,-0.21
1885,Northern Hemisphere Land & Ocean,-1,-0.36,-0.21,-0.53,-0.56,-0.48,-0.37,-0.45,-0.32,-0.3,-0.28,0.01,-0.4,-0.44,-0.59,-0.43,-0.43,-0.3
1885,Southern Hemisphere Land & Ocean,-0.2,-0.24,-0.3,-0.33,-0.3,-0.42,-0.33,-0.2,-0.16,-0.11,-0.13,-0.11,-0.23,-0.24,-0.2,-0.31,-0.31,-0.13
1885,Global Land,-0.89,-0.76,-0.88,-0.84,-0.46,-0.9,-0.58,-0.13,-0.12,0,-0.35,0.05,-0.49,-0.57,-0.87,-0.73,-0.54,-0.16
1885,Northern Hemisphere Land,-1.77,-0.63,-0.6,-0.81,-0.87,-0.65,-0.37,-0.56,-0.52,-0.78,-0.62,-0.12,-0.69,-0.75,-1.07,-0.76,-0.53,-0.64
1885,Southern Hemisphere Land,-0.49,-0.92,-1.1,-0.96,-0.29,-1.14,-0.85,0.08,0.05,0.55,-0.13,0.14,-0.42,-0.53,-0.85,-0.78,-0.63,0.16
1884,Global Land & Ocean,-0.15,-0.08,-0.37,-0.43,-0.37,-0.4,-0.34,-0.26,-0.27,-0.24,-0.3,-0.28,-0.29,-0.28,-0.13,-0.39,-0.34,-0.27
1884,Northern Hemisphere Land & Ocean,-0.23,-0.12,-0.65,-0.63,-0.42,-0.52,-0.47,-0.5,-0.44,-0.41,-0.48,-0.39,-0.44,-0.43,-0.2,-0.57,-0.5,-0.44
1884,Southern Hemisphere Land & Ocean,-0.08,-0.05,-0.09,-0.23,-0.32,-0.3,-0.22,-0.04,-0.1,-0.08,-0.13,-0.17,-0.15,-0.14,-0.06,-0.21,-0.18,-0.1
1884,Global Land,-0.57,-0.32,-0.37,-0.92,-1.16,-0.79,-0.81,0.19,-0.33,-0.74,-0.79,-0.96,-0.63,-0.58,-0.42,-0.82,-0.47,-0.62
1884,Northern Hemisphere Land,-0.82,-0.73,-1.28,-1.2,-0.89,-0.88,-0.65,-0.76,-0.79,-0.77,-0.92,-0.81,-0.87,-0.87,-0.77,-1.12,-0.76,-0.83
1884,Southern Hemisphere Land,-0.43,-0.08,0.23,-0.75,-1.52,-0.81,-0.94,1.09,0.01,-0.75,-0.55,-1.14,-0.47,-0.36,-0.12,-0.68,-0.22,-0.43
1883,Global Land & Ocean,-0.31,-0.39,-0.13,-0.17,-0.2,-0.13,-0.08,-0.15,-0.2,-0.14,-0.22,-0.16,-0.19,-0.2,-0.32,-0.17,-0.12,-0.19
1883,Northern Hemisphere Land & Ocean,-0.59,-0.68,-0.16,-0.27,-0.32,-0.25,-0.09,-0.26,-0.33,-0.21,-0.41,-0.25,-0.32,-0.33,-0.56,-0.25,-0.2,-0.32
1883,Southern Hemisphere Land & Ocean,-0.04,-0.1,-0.09,-0.07,-0.08,0.01,-0.06,-0.04,-0.08,-0.07,-0.05,-0.06,-0.06,-0.06,-0.08,-0.08,-0.03,-0.06
1883,Global Land,-0.66,-0.93,-0.43,-0.29,-0.33,0.47,0.02,-0.13,-0.42,-0.54,-0.67,-0.36,-0.36,-0.38,-0.75,-0.35,0.12,-0.54
1883,Northern Hemisphere Land,-1.16,-1.26,-0.62,-0.6,-0.64,-0.32,-0.23,-0.46,-0.52,-0.5,-0.89,-0.75,-0.66,-0.69,-1.19,-0.62,-0.34,-0.64
1883,Southern Hemisphere Land,-0.58,-0.84,-0.42,-0.11,-0.03,1.07,0.22,0.24,-0.24,-0.66,-0.58,0.16,-0.15,-0.21,-0.65,-0.19,0.51,-0.49
1882,Global Land & Ocean,0.14,0.15,0.04,-0.19,-0.16,-0.26,-0.2,-0.05,-0.1,-0.25,-0.16,-0.24,-0.11,-0.1,0.06,-0.1,-0.17,-0.17
1882,Northern Hemisphere Land & Ocean,0.22,0.22,0,-0.36,-0.32,-0.38,-0.37,-0.14,-0.17,-0.53,-0.32,-0.42,-0.21,-0.2,0.05,-0.22,-0.29,-0.34
1882,Southern Hemisphere Land & Ocean,0.06,0.07,0.07,-0.01,0,-0.14,-0.04,0.03,-0.03,0.02,-0.01,-0.08,-0.01,0.01,0.07,0.02,-0.05,-0.01
1882,Global Land,0.14,-0.1,-0.06,-0.57,-0.36,-1.01,-0.69,-0.1,-0.06,-0.29,-0.37,-0.66,-0.34,-0.3,-0.03,-0.33,-0.6,-0.24
1882,Northern Hemisphere Land,0.21,0.15,-0.16,-0.67,-0.62,-0.56,-0.52,-0.22,-0.39,-0.86,-0.95,-1.14,-0.48,-0.43,-0.08,-0.48,-0.43,-0.73
1882,Southern Hemisphere Land,0.1,-0.33,-0.11,-0.67,-0.25,-1.32,-0.81,-0.01,0.19,0.15,-0.01,-0.54,-0.3,-0.23,0.01,-0.34,-0.71,0.11
1881,Global Land & Ocean,-0.15,-0.18,0.04,0.04,0.02,-0.2,-0.06,-0.02,-0.14,-0.21,-0.22,-0.11,-0.1,-0.11,-0.19,0.03,-0.1,-0.19
1881,Northern Hemisphere Land & Ocean,-0.2,-0.26,0.01,-0.03,-0.06,-0.36,-0.06,-0.02,-0.23,-0.4,-0.42,-0.28,-0.19,-0.21,-0.32,-0.03,-0.15,-0.35
1881,Southern Hemisphere Land & Ocean,-0.11,-0.09,0.06,0.1,0.09,-0.05,-0.07,-0.02,-0.05,-0.02,-0.02,0.06,-0.01,-0.01,-0.06,0.08,-0.05,-0.03
1881,Global Land,-0.77,-0.61,-0.35,-0.24,-0.01,-1.08,-0.5,-0.22,-0.33,-0.47,-0.54,-0.13,-0.44,-0.47,-0.64,-0.2,-0.6,-0.45
1881,Northern Hemisphere Land,-0.67,-0.79,-0.4,-0.31,-0.29,-0.82,-0.38,-0.15,-0.31,-0.67,-0.64,-0.6,-0.5,-0.55,-0.87,-0.33,-0.45,-0.54
1881,Southern Hemisphere Land,-1,-0.47,-0.32,-0.21,0.04,-1.41,-0.57,-0.18,-0.37,-0.4,-0.61,0.26,-0.44,-0.46,-0.49,-0.16,-0.72,-0.46
1880,Global Land & Ocean,-0.3,-0.19,-0.11,-0.2,-0.12,-0.23,-0.21,-0.1,-0.16,-0.24,-0.2,-0.23,-0.19,,,-0.14,-0.18,-0.2
1880,Northern Hemisphere Land & Ocean,-0.55,-0.39,-0.27,-0.37,-0.11,-0.23,-0.24,-0.25,-0.27,-0.33,-0.38,-0.5,-0.33,,,-0.25,-0.24,-0.33
1880,Southern Hemisphere Land & Ocean,-0.03,0.03,0.05,-0.02,-0.12,-0.24,-0.18,0.06,-0.05,-0.15,-0.03,0.04,-0.05,,,-0.03,-0.12,-0.08
1880,Global Land,-0.81,-0.39,-0.46,-0.65,-0.34,-0.47,-0.46,0.09,-0.49,-0.66,-0.5,-0.53,-0.47,,,-0.48,-0.28,-0.55
1880,Northern Hemisphere Land,-1,-0.81,-0.79,-0.92,-0.38,-0.38,-0.23,-0.33,-0.5,-0.55,-0.89,-1.13,-0.66,,,-0.7,-0.31,-0.65
1880,Southern Hemisphere Land,-0.51,0.04,-0.29,-0.49,-0.29,-0.57,-0.7,0.42,-0.43,-0.95,-0.2,0,-0.33,,,-0.36,-0.28,-0.53
